CDSEXE,DTNAIS,MTREV,NBENF,CDSITFAM,CDTMT,CDMOTDEM,CDCATCL,ADH
1,0000-00-00,0,0,A,0,,98,9
2,02/09/1939,0,0,M,2,,10,39
3,27/04/1941,1524,0,M,2,,10,37
2,05/03/1931,0,0,A,0,DC,21,37
2,25/08/1935,1722,0,G,2,,10,37
3,01/11/1937,0,0,D,2,,10,36
3,14/01/1934,0,0,A,0,,10,36
4,26/09/1947,4300,0,C,2,,10,30
3,21/02/1944,1903,0,G,2,,10,27
2,23/06/1953,0,3,M,2,,10,27
3,01/01/1955,0,0,A,0,,10,26
2,21/12/1945,0,0,A,0,,10,26
3,11/05/1957,0,2,M,2,,10,26
4,07/09/1952,0,0,C,2,,10,26
3,28/08/1955,1738,1,M,2,,10,25
4,04/09/1954,0,0,C,2,,10,24
2,14/01/1924,0,0,A,0,,10,38
2,21/12/1946,4153,1,M,2,,10,32
2,26/12/1944,0,0,A,0,DC,10,32
2,21/05/1939,0,0,M,0,DC,10,31
2,18/05/1940,2145,1,M,2,,10,29
3,20/07/1948,0,0,M,2,,10,29
2,03/11/1940,0,0,A,0,,10,29
2,19/12/1951,0,0,M,2,,10,29
3,25/11/1943,0,0,A,0,,10,29
3,19/08/1945,0,0,M,2,,10,28
3,15/06/1948,0,0,A,0,,10,28
2,02/10/1944,1935,1,C,2,,10,28
2,08/03/1958,1560,1,M,2,,10,28
2,29/10/1956,2506,2,M,2,,10,28
2,04/12/1948,2379,2,M,2,,10,28
4,23/07/1956,2653,0,C,2,,10,27
3,21/11/1946,0,0,A,0,,10,27
3,02/12/1937,1829,0,B,2,,10,27
2,14/02/1961,0,0,M,2,,10,27
3,10/01/1940,0,0,D,2,,10,27
3,24/03/1950,1911,2,M,2,,10,26
3,01/01/1923,0,0,A,0,,10,26
3,23/03/1935,0,0,A,0,,10,25
2,01/05/1945,2280,0,M,2,,10,25
3,24/02/1959,2462,2,E,2,,10,24
2,14/11/1927,0,0,M,2,,10,42
2,06/08/1927,0,0,V,2,,10,41
2,30/03/1935,0,0,M,2,,10,39
3,06/07/1937,1691,0,A,0,,10,37
3,02/02/1937,1715,0,M,2,,10,34
2,11/05/1949,1870,1,M,2,,10,32
3,11/05/1949,0,0,M,2,,10,31
2,05/10/1950,1946,0,M,0,,10,31
3,28/06/1920,0,0,M,0,,10,28
2,03/12/1947,0,0,M,2,,10,27
2,20/01/1958,2300,0,C,2,,10,26
2,18/03/1939,0,0,A,0,,10,25
2,26/11/1913,0,0,A,0,DC,10,40
2,18/09/1938,0,0,M,2,,10,35
2,22/09/1937,0,0,M,2,,10,35
3,18/01/1947,2100,0,M,2,,10,35
3,18/04/1933,1830,0,V,0,,10,33
2,06/03/1931,0,0,A,0,,10,33
2,06/11/1913,0,0,A,2,DC,21,31
3,11/03/1930,0,0,M,2,,10,30
3,26/02/1952,1766,0,M,2,,10,29
4,16/02/1959,2012,1,C,2,,10,29
2,18/02/1950,2956,1,E,2,,10,29
2,19/06/1947,0,0,S,2,,10,28
3,07/12/1923,0,0,A,0,,10,27
2,27/05/1940,2193,0,M,2,,10,27
3,13/04/1945,0,0,M,2,,10,27
2,13/03/1936,0,0,M,2,,10,35
3,01/12/1961,0,0,M,2,,10,33
2,17/02/1947,1828,0,M,2,,10,29
4,26/01/1946,1842,0,C,2,,10,25
2,04/01/1937,0,0,A,0,,10,36
3,25/09/1914,0,0,A,0,,10,35
2,15/09/1946,0,0,M,2,,10,34
2,01/06/1945,1500,0,M,0,,10,33
2,21/10/1929,0,0,M,2,,10,33
3,02/06/1945,5465,0,C,2,,10,32
2,23/02/1951,0,0,A,0,,10,30
3,12/10/1945,0,0,A,0,,10,30
2,01/10/1940,0,0,A,0,,10,30
2,24/04/1923,0,0,A,0,,10,30
3,16/02/1928,0,0,M,2,,10,29
2,22/11/1927,0,0,A,0,,10,29
2,05/02/1936,0,0,A,0,DC,10,29
3,14/04/1940,0,0,M,2,,10,29
2,01/07/1942,0,0,A,0,,10,28
3,24/10/1923,0,0,M,2,,10,28
3,06/09/1950,0,0,M,2,,10,28
3,03/04/1940,0,0,A,0,,10,27
3,28/08/1945,0,0,A,0,,10,27
3,02/03/1944,0,0,A,2,DC,10,27
3,19/04/1954,0,3,M,2,,10,27
2,01/12/1932,0,0,A,0,,10,26
2,14/12/1949,0,0,D,2,,10,26
3,14/03/1956,0,0,A,0,,10,25
3,25/10/1934,0,0,M,2,,10,25
2,17/07/1959,0,0,C,2,,10,25
2,16/05/1919,0,0,A,0,,10,24
4,06/03/1963,0,0,C,0,,10,24
2,23/05/1932,0,0,M,0,,10,24
3,24/09/1944,0,0,D,0,,10,24
2,09/08/1934,2050,0,M,0,DC,21,44
2,18/12/1944,0,0,A,0,,10,34
3,20/01/1940,0,0,M,2,,10,32
2,22/07/1933,1924,0,M,2,,10,32
3,22/07/1930,0,0,M,2,,10,32
2,06/12/1950,2880,1,U,2,,10,31
2,10/09/1946,0,0,S,2,,10,29
3,26/08/1934,0,0,A,0,,10,29
3,01/08/1949,0,0,M,6,,10,27
3,02/10/1957,0,0,A,0,,10,26
3,16/01/1944,0,0,A,0,,10,26
3,15/10/1956,1627,1,B,2,,10,25
3,23/02/1931,0,0,C,2,,10,25
2,05/01/1949,2600,2,M,2,DC,21,31
2,31/07/1952,2950,2,M,2,,10,29
2,24/04/1944,0,0,A,0,,10,27
2,06/04/1944,2400,1,B,2,,10,27
2,25/02/1943,2474,2,G,2,,10,32
2,01/09/1931,0,0,M,2,,10,30
3,16/08/1952,2055,1,D,2,,10,30
2,22/06/1930,0,0,M,2,,10,30
3,26/09/1941,0,0,M,2,,10,30
2,27/06/1909,0,0,M,0,DC,10,29
2,24/05/1940,0,0,M,2,,10,29
2,07/04/1951,2113,2,M,2,,10,28
3,05/05/1932,0,0,V,0,DC,21,28
3,22/10/1939,0,0,M,2,,10,27
2,15/08/1947,0,0,M,2,,10,26
2,29/04/1936,0,0,M,0,,10,26
2,08/03/1937,4261,0,M,0,,10,25
2,16/08/1926,0,0,M,2,,10,38
2,17/04/1951,0,0,M,2,,10,31
3,24/02/1950,2183,0,G,2,,10,30
2,05/09/1942,0,0,M,2,,10,28
3,20/08/1945,1010,0,M,2,,10,27
2,13/01/1936,0,0,A,0,,10,27
2,15/05/1959,0,0,A,0,DC,10,27
2,20/10/1955,0,0,A,0,,10,27
2,29/03/1929,0,0,A,0,,10,27
3,31/12/1945,0,0,D,2,,10,26
3,03/03/1962,0,0,A,0,,10,26
3,11/10/1959,0,2,D,2,,10,25
3,19/11/1957,0,0,M,2,,10,24
3,14/11/1924,0,0,M,2,,10,40
3,28/02/1940,0,0,C,2,,10,36
4,15/11/1948,3581,0,C,2,,10,36
3,15/10/1947,2430,0,M,2,,10,35
3,25/07/1938,0,0,M,6,,10,34
3,07/05/1934,0,0,A,0,,10,33
3,05/07/1941,2030,0,M,2,,10,33
3,19/10/1943,0,0,M,2,,10,31
3,30/05/1946,0,0,D,2,,10,30
3,22/11/1940,2617,1,D,2,,10,30
3,09/08/1942,0,0,M,0,,25,30
4,08/04/1949,0,0,C,0,,10,30
2,26/03/1939,0,0,M,2,,10,30
2,19/08/1954,0,0,D,2,,10,30
3,04/09/1945,0,0,M,2,,10,29
2,14/01/1938,2241,0,M,2,,10,29
2,03/05/1931,0,0,M,0,,10,29
2,16/11/1947,0,0,D,2,,10,29
2,02/05/1946,0,0,M,2,,10,28
3,01/04/1943,0,0,M,6,,10,28
3,03/09/1935,0,0,M,2,,10,27
2,10/01/1939,0,0,M,2,,10,27
2,24/05/1953,0,0,A,0,,10,23
3,08/09/1919,0,0,A,0,,10,36
2,06/12/1936,2400,0,V,2,,10,31
3,17/05/1952,0,0,M,2,,10,30
3,22/12/1942,2194,0,M,2,,10,30
2,02/11/1934,0,0,M,2,,10,30
3,17/09/1945,0,0,A,0,,10,29
3,29/11/1939,2500,0,C,2,,10,29
3,12/06/1945,0,0,A,0,,10,29
2,04/12/1928,0,0,M,2,,10,29
4,02/08/1949,3779,0,C,2,,10,28
4,26/03/1956,0,0,C,0,,10,28
3,01/10/1940,1830,0,B,2,,10,28
3,21/05/1932,0,0,A,0,,10,27
3,07/03/1936,0,0,A,0,,10,27
2,03/08/1939,0,0,A,0,DC,21,26
2,11/08/1952,3000,0,M,2,,10,26
2,22/02/1961,0,0,D,2,,10,26
3,04/12/1948,0,0,A,0,,10,26
2,21/05/1950,0,0,M,2,,10,26
3,30/10/1955,0,0,C,2,,10,25
2,29/04/1955,0,0,A,0,,10,24
3,05/08/1928,0,0,A,0,,10,38
4,17/03/1933,0,0,C,0,,10,38
3,09/05/1926,0,0,A,0,,10,37
2,07/08/1932,0,0,A,0,,10,37
2,07/03/1933,0,0,A,0,,10,37
2,15/04/1924,0,0,M,2,,10,37
2,23/08/1928,0,0,M,2,,10,36
2,23/01/1942,0,0,A,0,,10,36
2,11/06/1942,0,0,A,0,,10,36
3,15/10/1936,0,0,M,2,,10,36
2,19/10/1932,0,0,A,0,,10,36
2,22/02/1943,0,0,A,0,,10,36
3,19/05/1938,3168,0,D,2,,10,36
3,11/03/1931,0,0,A,0,,10,36
3,17/10/1934,0,0,A,0,,10,36
3,04/10/1937,0,0,A,0,,10,36
4,09/08/1930,0,0,C,0,,10,36
3,13/03/1933,0,0,A,0,,10,36
2,30/03/1943,0,0,A,0,,10,36
2,05/04/1934,0,0,A,0,DC,21,36
2,03/08/1938,0,0,A,0,,10,36
3,09/05/1936,0,0,A,0,,10,36
2,12/11/1939,3104,0,M,2,,10,36
3,01/09/1943,0,0,A,0,,10,36
3,17/07/1921,0,0,A,0,,10,36
2,07/12/1936,0,0,A,0,,10,36
3,22/08/1923,0,0,M,2,,10,36
3,24/12/1941,2402,0,D,2,,10,35
2,22/05/1929,0,0,A,0,,10,35
2,31/07/1944,0,0,D,2,,10,35
3,11/07/1939,0,0,A,0,,10,35
2,16/03/1944,2035,2,G,0,,10,35
2,24/05/1945,0,0,B,0,,10,35
2,10/04/1911,0,0,A,0,,10,35
3,23/06/1938,8193,0,S,2,,10,35
2,10/10/1935,1908,0,B,2,,10,35
3,24/01/1912,0,0,A,0,,10,35
3,24/06/1947,0,0,A,0,,10,35
2,15/03/1948,0,0,A,0,,10,35
2,25/05/1952,0,0,A,0,,10,35
4,23/03/1947,0,0,C,0,,10,35
4,08/12/1939,0,0,C,2,DC,10,35
2,19/07/1946,0,0,A,0,,10,35
2,01/01/1943,0,0,C,2,,10,35
3,18/07/1921,0,0,A,0,,10,35
3,25/10/1941,1000,0,A,0,,10,34
2,27/08/1943,0,0,D,2,,10,34
4,17/01/1949,0,0,C,0,,10,34
3,26/02/1919,0,0,M,2,,10,34
2,22/07/1946,3385,2,M,2,,10,34
4,08/08/1930,0,0,C,0,DC,10,33
3,06/03/1947,3000,0,M,0,,10,33
2,17/12/1940,2300,0,B,2,,10,33
2,04/12/1930,0,0,A,0,,10,33
3,13/07/1938,0,0,M,0,,10,33
4,24/04/1973,0,0,C,0,,21,33
4,22/09/1943,0,0,C,2,,21,32
2,24/01/1924,0,0,A,0,,10,32
3,27/08/1933,0,0,M,2,,10,32
2,22/10/1943,0,0,M,2,,10,32
2,18/02/1942,3601,0,C,2,,10,32
3,19/04/1950,2482,0,E,2,,10,32
2,10/12/1932,0,0,M,0,,10,32
2,01/06/1940,0,0,A,0,,10,32
3,13/05/1949,0,0,A,0,,10,32
2,16/02/1951,2224,2,U,2,,10,32
3,19/02/1921,0,0,M,0,,10,31
2,24/02/1941,1884,0,S,2,,10,31
2,03/11/1945,0,0,A,0,,10,31
2,23/11/1949,0,0,C,2,,10,31
3,02/01/1946,0,0,M,2,,10,31
2,06/08/1937,0,0,A,0,,10,31
2,07/11/1943,0,0,V,2,,10,31
3,06/11/1942,0,0,M,2,,10,31
3,01/02/1946,1841,2,M,2,,10,31
1,1900-01-00,0,0,A,0,,50,31
3,02/11/1935,0,0,A,0,,10,31
2,29/01/1946,0,0,M,2,,10,31
2,05/06/1941,0,0,M,2,,10,30
3,16/07/1947,2454,2,G,0,,10,30
2,27/03/1943,0,0,A,0,,21,30
3,11/11/1929,0,0,A,0,,10,30
2,01/03/1943,0,0,A,0,,10,30
4,15/07/1925,0,0,C,2,,10,39
2,19/10/1940,3337,0,M,2,,10,38
2,20/08/1931,2500,0,G,2,,10,38
2,05/11/1933,0,0,M,0,,10,38
1,1900-01-00,0,0,A,0,,50,36
3,21/04/1949,1948,0,D,2,,10,36
2,23/03/1921,0,0,M,2,,10,36
3,18/01/1935,2423,0,V,0,,10,35
3,25/07/1947,0,0,A,0,,10,35
3,02/12/1951,1504,0,M,2,,10,35
3,26/10/1922,0,0,A,0,DC,21,35
2,19/01/1940,0,0,M,2,,10,35
2,01/04/1944,2789,0,D,2,,10,33
2,12/08/1937,0,0,A,0,,10,32
3,08/03/1937,0,0,V,2,,10,32
3,16/12/1941,0,0,A,0,,10,31
2,30/11/1950,0,2,M,2,,10,31
3,05/02/1952,0,0,A,0,,10,31
2,21/03/1945,0,0,A,0,,10,31
3,20/01/1940,0,0,M,2,,10,31
2,09/09/1927,0,0,M,2,,10,30
2,13/06/1941,0,0,A,0,,10,30
3,03/08/1950,2439,1,M,2,,10,30
3,01/04/1942,0,0,A,0,DC,10,29
2,23/04/1953,2195,2,M,2,,10,29
4,01/01/1933,0,0,C,2,,10,29
2,18/10/1945,0,0,D,2,,10,28
2,02/07/1940,0,0,A,0,,10,28
2,28/07/1952,0,0,M,2,,10,28
3,30/12/1940,0,0,M,2,,10,28
3,06/07/1947,1650,0,U,2,,10,28
3,09/02/1937,0,0,M,2,,10,28
2,20/02/1911,0,0,A,0,DC,21,28
3,24/12/1949,0,0,A,0,,10,28
3,29/09/1941,0,0,M,2,,10,27
2,26/04/1952,0,0,A,0,,10,27
3,31/01/1947,0,0,A,2,,10,27
2,20/08/1949,3000,4,S,2,,10,27
3,19/08/1950,0,1,M,2,,10,27
3,31/08/1973,0,0,M,2,,10,26
3,24/06/1946,2694,0,M,2,,10,26
3,18/07/1948,0,0,A,0,,10,26
3,12/10/1922,0,0,A,0,,10,26
2,08/11/1951,3100,1,M,2,,10,26
2,05/11/1954,0,0,A,0,,10,26
3,16/11/1954,2987,2,D,2,,10,26
3,19/01/1945,2210,0,U,2,,10,25
2,08/04/1943,3000,0,M,2,,10,25
3,15/01/1947,987,1,M,2,,10,24
2,04/02/1961,2879,3,M,2,,10,24
2,27/03/1960,0,0,A,0,,10,24
2,05/04/1955,0,0,C,2,,10,24
3,17/07/1958,3165,3,D,2,,10,24
3,09/06/1957,1768,2,M,2,,10,23
2,26/04/1938,0,0,A,0,,10,36
2,27/06/1930,0,0,M,2,,10,32
2,24/03/1931,0,0,A,0,DC,21,31
2,12/01/1935,0,0,M,2,,10,30
3,31/12/1948,2367,3,D,2,,10,28
3,29/04/1951,0,0,V,2,,10,28
3,14/03/1960,0,0,M,2,,10,25
3,28/10/1914,0,0,A,0,,10,30
3,26/10/1940,0,0,A,0,,10,29
3,29/08/1956,0,0,A,0,,10,29
3,28/01/1944,0,0,A,0,,10,29
3,25/12/1939,2201,0,M,0,,10,27
2,25/06/1916,0,0,A,2,DC,10,26
2,29/03/1952,0,0,C,0,,10,26
2,08/03/1943,0,1,D,2,,10,24
2,03/04/1955,0,0,A,0,,21,24
3,30/04/1946,3788,1,M,2,,10,31
3,18/12/1942,0,0,M,2,,10,30
3,15/09/1950,0,2,D,2,,10,30
3,22/01/1946,0,0,M,2,,10,30
2,09/11/1952,0,0,M,2,,10,29
2,11/08/1954,2636,1,M,2,,10,29
3,03/12/1928,0,0,M,2,,10,29
2,04/08/1949,0,1,M,2,,10,28
2,04/12/1944,0,0,M,2,,10,28
3,24/06/1951,1920,1,C,2,,10,27
3,28/10/1929,1735,0,V,2,,10,27
2,17/06/1956,0,0,M,0,,10,27
3,02/07/1935,0,0,D,2,,10,27
3,20/03/1958,2036,3,B,0,,10,27
3,14/12/1956,0,0,M,2,,10,27
3,29/03/1953,2250,0,E,2,,10,27
3,20/06/1931,0,0,D,2,,10,27
2,18/03/1947,2306,0,M,2,,10,26
2,27/01/1944,0,0,M,2,,10,26
2,16/05/1947,0,0,A,0,,10,26
2,14/07/1958,0,0,S,2,,10,26
2,05/05/1955,2576,0,C,0,,10,26
3,27/06/1942,0,0,M,2,,10,25
3,12/04/1911,0,0,A,0,,10,25
2,08/11/1941,0,0,A,0,,10,24
4,25/01/1962,0,0,C,0,,10,24
2,19/07/1947,2300,0,G,2,,10,24
4,25/09/1961,1900,3,U,2,,10,24
4,23/03/1949,0,0,C,0,DC,10,24
3,23/03/1944,1843,0,E,2,,10,24
3,26/02/1942,0,0,A,0,,10,34
2,04/01/1947,0,0,A,0,,10,32
2,22/08/1950,2466,2,M,2,,10,30
3,08/08/1947,0,0,A,0,,10,30
3,21/03/1944,0,0,M,2,,10,28
2,23/04/1953,0,0,A,0,,10,27
3,10/04/1948,0,0,A,0,,10,27
3,21/03/1956,0,0,A,0,,10,27
2,12/05/1948,0,0,A,2,,10,26
3,11/03/1954,0,2,M,2,,10,26
4,30/10/1944,2121,0,C,2,,10,26
2,18/11/1930,0,0,A,0,,10,24
3,15/07/1946,0,0,M,2,,10,32
2,16/01/1943,0,0,M,2,,10,31
3,17/04/1948,0,0,D,2,,10,30
2,01/08/1936,0,0,M,2,,10,30
2,03/01/1945,0,0,M,2,,10,30
2,23/07/1947,2092,0,U,2,,10,30
3,07/02/1954,0,0,M,2,,10,29
3,19/03/1950,2000,0,G,2,,10,28
3,22/12/1954,0,0,M,2,,10,28
3,01/05/1946,1575,2,M,2,,10,26
4,18/11/1948,0,0,C,2,,10,26
3,24/10/1950,0,0,A,0,,10,25
3,23/05/1943,0,0,M,2,,10,25
3,08/09/1965,1245,2,M,2,,10,24
2,11/01/1938,2551,0,G,2,,10,24
3,26/09/1941,2206,0,A,0,,10,32
3,11/06/1944,0,0,D,2,,10,31
1,1900-01-00,0,0,A,4,,50,30
3,16/02/1922,0,0,M,2,,10,29
2,25/12/1949,0,0,A,2,,10,29
2,07/06/1930,0,0,A,0,,10,29
2,01/02/1938,1310,0,U,2,,10,28
4,22/08/1940,0,0,C,2,,10,28
3,01/01/1926,0,0,M,2,,10,27
3,13/06/1953,2381,1,M,2,,10,27
4,23/12/1949,0,0,C,2,,10,25
2,28/08/1931,0,0,M,2,,10,25
3,30/08/1959,0,0,M,2,,10,24
2,25/02/1940,2893,0,D,2,,10,23
3,31/03/1915,0,0,A,0,,10,35
2,26/10/1959,0,0,A,0,,21,31
2,15/12/1935,0,0,M,2,,10,30
4,26/03/1951,0,0,C,2,,10,30
2,09/02/1940,1581,0,M,2,,10,30
3,05/12/1952,2644,2,B,6,,10,29
3,17/06/1955,0,0,A,0,,10,28
2,04/09/1951,0,0,M,2,,10,28
3,21/06/1935,0,0,B,2,,10,28
2,12/03/1929,0,0,M,2,,10,28
2,02/05/1951,0,0,A,0,,10,28
2,09/09/1950,0,0,A,0,,10,28
2,05/04/1948,1342,3,M,2,,10,26
3,02/10/1936,0,0,D,2,,10,26
3,01/07/1937,2288,0,D,0,,10,26
2,12/08/1944,0,0,M,2,,10,25
3,15/06/1933,0,0,A,0,,10,25
3,05/10/1948,2078,1,F,2,,10,25
2,04/05/1948,1908,0,M,2,,10,25
2,06/06/1935,0,0,D,2,,10,25
3,07/10/1950,1304,0,D,2,,10,24
2,12/05/1946,0,0,M,2,,10,24
3,26/05/1961,1300,0,M,2,,10,24
3,20/02/1961,1950,2,G,2,,10,24
2,12/07/1912,0,0,A,2,,10,38
3,26/03/1940,0,0,A,0,,10,38
3,23/02/1939,0,0,A,0,,10,36
2,17/11/1940,0,0,A,0,,10,37
2,17/04/1933,0,0,A,0,,10,37
2,25/07/1936,0,0,A,0,,10,36
2,19/03/1937,0,0,A,0,,10,35
3,27/12/1942,0,0,M,2,,10,34
2,03/02/1958,0,0,M,0,,10,28
2,14/09/1938,0,0,A,0,,10,28
2,09/10/1954,1980,1,D,2,,10,28
2,25/04/1946,0,0,A,0,,10,27
2,14/08/1937,0,0,M,2,,10,27
3,08/01/1952,0,0,A,0,,10,27
3,22/05/1945,2319,0,D,2,,10,26
3,16/08/1923,0,0,A,0,,10,26
3,09/05/1939,0,0,A,0,,10,26
2,16/03/1945,0,0,M,2,,10,25
3,24/09/1939,2646,0,M,2,,10,25
2,08/12/1941,2800,0,M,2,,10,31
2,24/11/1951,1163,0,D,2,,10,31
3,17/05/1952,3160,2,D,2,,10,30
2,25/03/1932,0,0,A,0,DC,10,30
3,07/07/1933,0,0,C,2,,10,30
3,22/09/1952,0,0,M,2,,10,29
2,06/06/1930,0,0,M,2,,10,27
3,13/06/1956,3378,2,M,2,,10,26
2,05/07/1959,1250,0,M,2,,10,25
2,09/02/1938,2136,1,M,2,,10,25
3,17/09/1958,1000,1,M,2,,10,23
2,14/08/1936,0,0,M,2,,10,43
2,08/04/1936,0,0,M,2,,10,32
3,06/01/1949,0,1,M,0,,10,31
2,22/12/1938,2200,1,G,2,,10,31
3,29/08/1947,0,0,B,2,,10,30
3,16/03/1944,0,0,C,2,,10,30
2,14/12/1951,0,0,A,0,,10,30
3,16/03/1929,0,0,M,2,,10,29
2,18/05/1949,0,0,M,2,,10,29
3,10/12/1951,2135,2,M,6,,10,29
3,18/09/1943,0,0,M,2,,10,28
3,28/01/1921,0,0,M,2,,10,27
4,01/12/1953,2187,1,U,2,,10,27
3,17/01/1951,1524,3,A,0,,10,27
2,04/01/1945,0,2,M,2,,10,27
2,03/06/1955,1784,1,M,2,,10,26
3,27/06/1952,0,0,M,2,,10,26
3,05/12/1954,2512,0,M,2,,10,26
2,12/06/1938,2000,2,M,2,,10,25
3,13/02/1920,0,0,A,0,,10,25
3,29/12/1932,0,0,D,2,,10,25
3,26/06/1945,2210,0,M,2,,10,24
2,10/08/1945,0,0,V,2,,10,31
3,12/12/1935,0,0,A,0,,10,28
3,02/10/1945,0,0,M,2,,10,28
2,30/07/1948,0,0,A,0,,10,28
3,16/04/1940,0,0,M,2,,10,28
2,23/06/1925,0,0,A,0,,10,28
2,02/12/1951,5300,2,M,2,,10,27
3,15/05/1957,2106,0,M,2,,10,27
3,23/01/1960,1160,2,M,2,,10,27
3,07/01/1938,0,0,M,2,,10,27
4,08/05/1945,2804,0,C,2,,10,27
2,17/03/1939,0,0,D,2,,10,27
2,26/06/1943,2924,2,M,2,,10,27
3,14/08/1953,0,1,M,2,,10,27
3,12/08/1951,0,0,D,2,,10,27
2,24/04/1938,0,0,C,2,,10,27
2,16/11/1949,0,0,A,0,DC,21,27
3,07/08/1941,0,0,D,2,,10,27
2,22/09/1953,4954,1,M,2,,10,27
3,10/02/1942,1304,0,M,2,,10,27
2,06/06/1932,0,0,M,2,,10,27
2,09/01/1943,1182,1,M,2,,10,27
3,06/09/1958,2059,1,D,2,,10,27
3,17/03/1939,0,0,M,2,,10,27
2,20/06/1945,1948,3,M,2,,10,27
3,13/02/1927,1500,0,U,2,,10,26
3,13/04/1935,0,0,M,2,,10,26
2,22/11/1939,2000,0,G,2,,10,26
3,14/09/1949,0,1,M,2,,10,26
3,15/01/1950,2386,0,G,2,,10,26
3,13/01/1948,2000,1,G,2,,10,26
3,11/04/1943,2046,0,M,2,,10,26
2,10/10/1946,0,0,M,2,,10,26
3,26/11/1937,0,0,A,0,,10,26
4,25/08/1957,1998,0,C,0,,10,25
3,24/08/1945,2186,3,M,2,,10,25
3,07/05/1948,2790,1,D,2,,10,25
2,25/08/1957,0,0,A,0,,10,25
2,25/03/1956,0,0,A,0,,10,25
3,04/07/1958,0,0,M,2,,10,25
3,26/01/1942,0,0,V,2,,10,24
2,03/10/1955,1450,1,M,2,,10,24
3,15/11/1958,2183,2,M,2,,10,24
2,31/12/1954,0,0,A,0,,10,23
3,19/08/1949,2400,0,E,2,,10,23
3,22/05/1914,0,0,A,0,,10,42
3,23/03/1939,2557,0,D,2,,10,36
3,10/04/1947,0,0,M,2,,10,35
2,30/11/1943,0,0,M,2,,10,29
2,20/12/1946,0,0,A,0,,10,29
2,03/11/1948,0,0,A,0,,10,29
3,27/04/1946,0,0,A,0,,10,29
3,18/10/1945,0,0,A,0,,10,28
2,21/07/1944,3178,0,M,2,,10,28
3,23/03/1942,0,0,D,0,,10,26
2,09/12/1939,0,0,A,0,,10,26
2,28/02/1944,0,0,M,2,,10,26
2,21/03/1948,0,0,M,2,,25,25
3,17/02/1942,1954,0,M,2,,10,24
2,24/12/1953,1452,2,U,2,,10,24
3,01/08/1946,0,0,M,2,,10,24
2,20/12/1935,0,0,M,2,,10,40
3,27/07/1938,0,0,A,0,,10,35
2,02/07/1920,0,0,A,0,DC,10,33
2,04/08/1940,0,0,A,0,,10,32
3,03/11/1952,0,0,A,0,,10,30
3,26/07/1931,0,0,C,2,,10,29
2,08/11/1935,0,0,M,2,,10,29
2,04/04/1957,1600,2,M,2,,10,28
3,06/04/1951,0,0,A,0,,10,27
3,03/04/1948,0,0,A,0,,10,27
2,11/08/1949,0,0,D,2,,10,27
3,20/08/1938,0,0,A,0,,10,27
3,29/12/1952,0,0,M,2,,10,25
3,02/11/1958,2040,2,D,2,,10,25
2,31/03/1922,0,0,M,2,,10,24
2,11/07/1960,0,0,A,0,,10,24
2,21/08/1950,2016,2,M,2,,10,23
3,14/04/1946,0,0,B,2,,10,35
3,26/05/1934,0,0,M,2,,10,32
3,09/01/1946,1704,0,M,2,,10,31
4,16/11/1952,2709,0,C,2,,10,31
2,20/10/1934,2032,0,M,2,,10,30
3,27/12/1946,2208,0,B,2,,10,30
2,12/01/1950,3529,1,M,2,,10,29
2,15/03/1929,0,0,V,2,,10,29
3,27/06/1947,2117,0,M,2,,10,29
2,06/07/1948,2420,2,M,2,,10,29
2,25/08/1951,0,0,D,2,,10,28
2,26/01/1950,2903,0,M,2,,10,27
3,20/04/1950,0,0,A,0,,10,27
2,21/05/1958,0,0,M,2,,10,27
2,18/11/1924,0,0,A,0,,10,27
2,17/10/1955,3478,3,M,2,,10,27
2,07/02/1951,0,0,M,2,,10,26
3,31/12/1920,0,0,D,0,,10,26
3,30/03/1961,0,1,M,2,,10,26
3,09/02/1958,0,1,M,2,,10,25
3,03/05/1961,0,2,M,2,,10,25
2,25/07/1935,0,0,M,0,,10,25
2,28/01/1942,0,0,A,0,,10,25
3,15/02/1944,0,0,C,2,,10,24
2,02/06/1944,2273,4,M,2,,10,24
2,16/03/1937,2700,0,M,2,,10,38
3,10/07/1933,0,0,V,0,,10,36
3,15/09/1939,0,0,A,0,,10,36
2,06/07/1942,0,0,A,0,,10,35
2,05/05/1942,1964,0,M,2,,10,34
3,16/09/1932,0,0,A,0,,10,33
3,01/05/1949,4475,2,M,2,,10,33
3,05/06/1942,1977,0,M,2,,10,32
2,10/03/1945,0,0,D,2,,10,31
2,08/09/1945,0,0,M,2,,10,30
3,13/06/1948,0,0,A,0,,10,30
3,27/12/1956,0,0,M,2,,10,29
3,03/09/1941,0,0,A,0,,10,29
3,09/12/1949,0,0,M,2,,10,28
3,15/01/1935,2710,0,D,2,,10,28
4,26/03/1929,0,0,C,2,,10,28
3,06/01/1942,0,0,M,2,,10,27
3,14/02/1957,6000,1,M,2,,10,27
3,26/01/1927,0,0,A,0,DC,10,27
2,28/07/1947,0,0,M,2,,10,27
2,05/11/1948,4416,0,M,2,,10,26
3,21/08/1947,2202,1,D,2,,10,26
2,27/06/1931,0,0,A,2,DC,10,26
2,20/06/1956,0,0,M,2,,10,26
3,17/01/1955,0,0,C,0,,10,26
3,08/06/1957,0,0,C,2,,10,25
3,20/01/1955,0,0,M,2,,10,25
4,04/04/1956,1950,0,C,2,,10,25
3,30/10/1945,4097,0,D,2,,10,25
3,01/01/1943,2913,0,D,2,,10,24
